execution_run_id,depth,budget,method_a,method_b,metric,n_graphs,difference,mean_difference,ci_low,ci_high,smaller_is_better,interval
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_shape,success_fraction,24,a_minus_b,-0.875,-0.9444444444444445,-0.7916666666666666,False,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_shape,capped_target_shots,24,a_minus_b,30360.888888888887,28604.44444444445,31889.77777777778,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_shape,optimization_shots,24,a_minus_b,-113.77777777777737,-270.22222222222143,7.111111111111465,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_shape,optimization_calls,24,a_minus_b,-0.7777777777777785,-2.277777777777778,0.6666666666666657,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,descriptor_shape,optimization_jobs,24,a_minus_b,-0.27777777777777773,-0.8472222222222222,0.27777777777777785,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_iso,objective,24,a_minus_b,0.09628138910190953,0.08559759821831822,0.10697300420299169,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_iso,expected_ratio,24,a_minus_b,-0.11914263202591668,-0.1315006596278266,-0.10673157498843838,False,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_iso,signed_reference_gap,24,a_minus_b,0.09628138910190949,0.08559759821831822,0.10697300420299169,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_iso,success_fraction,24,a_minus_b,-0.875,-0.9444444444444445,-0.7916666666666666,False,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_iso,capped_target_shots,24,a_minus_b,30360.888888888887,28604.44444444445,31889.77777777778,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_iso,optimization_shots,24,a_minus_b,-42.666666666666515,-184.8888888888887,56.88888888888929,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_iso,optimization_calls,24,a_minus_b,0.3333333333333332,-0.6944444444444446,1.4166666666666667,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_iso,optimization_jobs,24,a_minus_b,0.13888888888888892,-0.26388888888888884,0.5694444444444445,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_shape,objective,24,a_minus_b,0.09628138910190953,0.08559759821831822,0.10697300420299169,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_shape,expected_ratio,24,a_minus_b,-0.11914263202591668,-0.1315006596278266,-0.10673157498843838,False,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_shape,signed_reference_gap,24,a_minus_b,0.09628138910190949,0.08559759821831822,0.10697300420299169,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_shape,success_fraction,24,a_minus_b,-0.875,-0.9444444444444445,-0.7916666666666666,False,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_shape,capped_target_shots,24,a_minus_b,30360.888888888887,28604.44444444445,31889.77777777778,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_shape,optimization_shots,24,a_minus_b,3.0316490059097606e-13,-142.22222222222203,99.5555555555552,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_shape,optimization_calls,24,a_minus_b,0.9999999999999996,0.05555555555555521,1.9166666666666667,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,gw_shape,optimization_jobs,24,a_minus_b,0.3888888888888889,0.013888888888888987,0.763888888888889,True,unadjusted 95 percent paired graph percentile bootstrap
study-cc25ae93d418f22101d4,1,32768,random_iso,local_iso,objective,24,a_minus_b,0.09522985446343495,0.0833879831690093,0.1067601134057196,True,unadjusted 95 percent paired graph percentile bootstrap
